record_id,resident_id,place_id,entry_time,exit_time,last_update_dt
52fed24c-db22-430e-a2e3-bd64d4f99955,rid_810,pid_18,2021-04-15T13:08:00.000+08:00,2021-04-15T13:57:00.000+08:00,2021-04-01T22:01:06.594+08:00
0d85c987-2b02-44fb-b4b4-b9b3b545cf32,rid_795,pid_1,2021-04-13T13:32:00.000+08:00,2021-04-13T14:44:00.000+08:00,2021-04-01T22:01:06.597+08:00
75c1b18b-afda-4ddd-b5ae-db71bb9736b6,rid_372,pid_13,2021-04-15T12:33:00.000+08:00,2021-04-15T13:19:00.000+08:00,2021-04-01T22:01:06.600+08:00
e451ce12-4ce2-4013-86e5-ba2bef9ec0ac,rid_950,pid_3,2021-04-13T19:14:00.000+08:00,2021-04-13T20:24:00.000+08:00,2021-04-01T22:01:06.603+08:00
37329bcd-8e87-4b2a-9dd4-28415e863440,rid_466,pid_24,2021-04-16T12:34:00.000+08:00,2021-04-16T13:12:00.000+08:00,2021-04-01T22:01:06.606+08:00
2e16568b-b49e-4c26-b40a-e45ae877d13b,rid_288,pid_13,2021-04-12T08:40:00.000+08:00,2021-04-12T09:04:00.000+08:00,2021-04-01T22:01:06.608+08:00
52a631ff-58e5-4094-b550-d5e14c8779eb,rid_476,pid_24,2021-04-15T17:57:00.000+08:00,2021-04-15T19:02:00.000+08:00,2021-04-01T22:01:06.612+08:00
2869a615-2601-44d2-8a5e-2468f664442a,rid_879,pid_21,2021-04-11T15:14:00.000+08:00,2021-04-11T16:11:00.000+08:00,2021-04-01T22:01:06.614+08:00
8f049257-c0bd-438b-b487-2c0142ebdec6,rid_50,pid_22,2021-04-15T15:44:00.000+08:00,2021-04-15T16:41:00.000+08:00,2021-04-01T22:01:06.616+08:00
7119d915-3208-48ba-848e-f442296bfab3,rid_247,pid_26,2021-04-11T09:18:00.000+08:00,2021-04-11T10:20:00.000+08:00,2021-04-01T22:01:06.619+08:00
5f8bccab-39a7-42ee-8651-3e60027f8d8b,rid_170,pid_8,2021-04-13T09:43:00.000+08:00,2021-04-13T10:39:00.000+08:00,2021-04-01T22:01:06.622+08:00
4097796a-951a-449f-ab5c-7b4cc87bb2e3,rid_268,pid_12,2021-04-16T12:11:00.000+08:00,2021-04-16T13:01:00.000+08:00,2021-04-01T22:01:06.624+08:00
8f32ec1c-afd9-4c87-8608-cb5b70d6393d,rid_847,pid_10,2021-04-16T13:16:00.000+08:00,2021-04-16T14:27:00.000+08:00,2021-04-01T22:01:06.627+08:00
05fd3e0b-6b2e-411c-beaa-636f8b8b30a4,rid_608,pid_26,2021-04-11T18:58:00.000+08:00,2021-04-11T20:28:00.000+08:00,2021-04-01T22:01:06.629+08:00
719ced04-1d7b-49a5-86ca-fa28771f1e66,rid_70,pid_16,2021-04-13T18:59:00.000+08:00,2021-04-13T19:53:00.000+08:00,2021-04-01T22:01:06.632+08:00
fc0a58f4-56cb-4b85-8c7f-4c149cf4ddc0,rid_198,pid_25,2021-04-17T14:30:00.000+08:00,2021-04-17T15:47:00.000+08:00,2021-04-01T22:01:06.634+08:00
e59d19b2-4bdc-49f4-91ca-450f6eda518f,rid_457,pid_6,2021-04-14T18:34:00.000+08:00,2021-04-14T20:04:00.000+08:00,2021-04-01T22:01:06.637+08:00
a656b16e-dacc-4772-aeb2-f91527687089,rid_324,pid_1,2021-04-11T13:35:00.000+08:00,2021-04-11T14:22:00.000+08:00,2021-04-01T22:01:06.640+08:00
9e33f97f-0058-4f47-877b-9d8b32698d54,rid_102,pid_14,2021-04-16T19:09:00.000+08:00,2021-04-16T19:58:00.000+08:00,2021-04-01T22:01:06.643+08:00
535b976a-9c7e-4316-aacd-0547be50194b,rid_226,pid_4,2021-04-13T17:00:00.000+08:00,2021-04-13T17:53:00.000+08:00,2021-04-01T22:01:06.645+08:00
11694338-fe0a-49f1-8373-77c75abe7caf,rid_215,pid_20,2021-04-13T16:46:00.000+08:00,2021-04-13T17:53:00.000+08:00,2021-04-01T22:01:06.648+08:00
eb02c094-e4f1-44ad-9789-6bb539e716e0,rid_205,pid_28,2021-04-16T08:02:00.000+08:00,2021-04-16T08:47:00.000+08:00,2021-04-01T22:01:06.650+08:00
9101d6eb-d2e4-4090-a159-f0a9e955c957,rid_145,pid_15,2021-04-12T10:39:00.000+08:00,2021-04-12T11:23:00.000+08:00,2021-04-01T22:01:06.653+08:00
56dbc023-1f48-4d6a-b9dd-2093b1c441a3,rid_375,pid_22,2021-04-16T14:10:00.000+08:00,2021-04-16T14:20:00.000+08:00,2021-04-01T22:01:06.656+08:00
2d8b1052-08e8-4478-83fa-a2232b40dba3,rid_560,pid_17,2021-04-16T16:47:00.000+08:00,2021-04-16T18:06:00.000+08:00,2021-04-01T22:01:06.659+08:00
d8fd29a3-6bf6-4307-a739-c59a2a93f3cc,rid_274,pid_19,2021-04-13T10:16:00.000+08:00,2021-04-13T11:15:00.000+08:00,2021-04-01T22:01:06.661+08:00
3d938f46-7fb0-4933-8dd1-1c94b91dec66,rid_267,pid_6,2021-04-13T19:55:00.000+08:00,2021-04-13T20:48:00.000+08:00,2021-04-01T22:01:06.664+08:00
3e188565-0899-4922-ad61-4b11fff2650e,rid_257,pid_19,2021-04-17T18:15:00.000+08:00,2021-04-17T19:22:00.000+08:00,2021-04-01T22:01:06.666+08:00
d10aab3c-e73d-4c30-b7ee-423c3168a7f5,rid_609,pid_9,2021-04-11T13:37:00.000+08:00,2021-04-11T14:32:00.000+08:00,2021-04-01T22:01:06.669+08:00
ab04799d-e8a9-4022-bd10-43ab537d96ad,rid_732,pid_17,2021-04-17T19:43:00.000+08:00,2021-04-17T20:52:00.000+08:00,2021-04-01T22:01:06.672+08:00
5ad45d09-7d85-4923-a0b9-a90dd41336f4,rid_369,pid_16,2021-04-11T12:25:00.000+08:00,2021-04-11T12:59:00.000+08:00,2021-04-01T22:01:06.675+08:00
2abf785b-611f-40f1-b98b-59de92c255bf,rid_537,pid_17,2021-04-17T13:05:00.000+08:00,2021-04-17T14:11:00.000+08:00,2021-04-01T22:01:06.678+08:00
83096840-e47e-4157-a6ca-7679c2d33208,rid_640,pid_20,2021-04-13T09:05:00.000+08:00,2021-04-13T10:00:00.000+08:00,2021-04-01T22:01:06.681+08:00
72dc78b1-bc76-4a1b-9263-553f8c07e605,rid_830,pid_3,2021-04-16T09:35:00.000+08:00,2021-04-16T10:45:00.000+08:00,2021-04-01T22:01:06.683+08:00
e76dbcda-d411-424a-9a78-b90815fa49c9,rid_444,pid_20,2021-04-17T08:53:00.000+08:00,2021-04-17T09:50:00.000+08:00,2021-04-01T22:01:06.686+08:00
75c03964-25ba-4b0d-905d-d2e17b0df817,rid_849,pid_6,2021-04-13T13:12:00.000+08:00,2021-04-13T14:02:00.000+08:00,2021-04-01T22:01:06.689+08:00
fcc7d162-cbdd-4203-bf28-c49bf8ea837c,rid_623,pid_22,2021-04-12T17:57:00.000+08:00,2021-04-12T19:12:00.000+08:00,2021-04-01T22:01:06.691+08:00
7c1ec60d-69a4-46eb-ba52-81edd7cb6a94,rid_640,pid_12,2021-04-12T15:39:00.000+08:00,2021-04-12T16:25:00.000+08:00,2021-04-01T22:01:06.694+08:00
d88992c8-1005-4fec-9967-fe081f2ed71c,rid_543,pid_26,2021-04-12T19:13:00.000+08:00,2021-04-12T19:52:00.000+08:00,2021-04-01T22:01:06.696+08:00
2f1dc6d7-c464-4689-bbf5-0c0c6b2f32cb,rid_548,pid_6,2021-04-15T18:39:00.000+08:00,2021-04-15T19:27:00.000+08:00,2021-04-01T22:01:06.699+08:00
de2b7e85-158c-4dee-b5de-d7b91831ca06,rid_832,pid_1,2021-04-11T10:42:00.000+08:00,2021-04-11T11:04:00.000+08:00,2021-04-01T22:01:06.701+08:00
b13ef9b4-02c7-4e29-84b7-a5257b9c8a31,rid_400,pid_3,2021-04-13T10:35:00.000+08:00,2021-04-13T11:32:00.000+08:00,2021-04-01T22:01:06.704+08:00
a53eab3e-803a-44de-9d0b-4438980be8ab,rid_463,pid_28,2021-04-14T08:07:00.000+08:00,2021-04-14T08:28:00.000+08:00,2021-04-01T22:01:06.706+08:00
1c6075b4-35db-450a-89f5-ff37386987a5,rid_762,pid_16,2021-04-12T10:40:00.000+08:00,2021-04-12T11:08:00.000+08:00,2021-04-01T22:01:06.709+08:00
586c826c-62c8-40dd-8b46-773e3cc38923,rid_811,pid_18,2021-04-13T14:21:00.000+08:00,2021-04-13T14:58:00.000+08:00,2021-04-01T22:01:06.712+08:00
cf6ba979-d28c-46f7-bf16-a07c63a60b15,rid_920,pid_8,2021-04-17T18:59:00.000+08:00,2021-04-17T20:13:00.000+08:00,2021-04-01T22:01:06.715+08:00
3bef56c1-a67c-48b2-9e72-5c56167b9233,rid_868,pid_10,2021-04-11T13:27:00.000+08:00,2021-04-11T14:29:00.000+08:00,2021-04-01T22:01:06.717+08:00
4b8f4261-3fec-41e3-a2b9-5811518dfd1a,rid_194,pid_9,2021-04-12T09:22:00.000+08:00,2021-04-12T09:52:00.000+08:00,2021-04-01T22:01:06.731+08:00
6be60d76-a0ed-478f-a25b-6b5cc2765e62,rid_959,pid_22,2021-04-14T12:22:00.000+08:00,2021-04-14T13:39:00.000+08:00,2021-04-01T22:01:06.734+08:00
