record_id,resident_id,place_id,entry_time,exit_time,last_update_dt
79831e5b-2838-4b8c-9e7f-2f9b5b13ee8d,rid_210,pid_89,2021-04-15 17:28:00.000000,2021-04-15 18:24:00.000000,2021-04-09 16:24:23.996716
62adff83-e6ec-4144-9275-350b3a7bf3a2,rid_728,pid_59,2021-04-14 11:15:00.000000,2021-04-14 12:44:00.000000,2021-04-09 16:24:23.999874
4c8cc634-9429-448c-8256-5c6040e71538,rid_951,pid_11,2021-04-11 12:35:00.000000,2021-04-11 13:53:00.000000,2021-04-09 16:24:24.002446
862ea809-df36-4153-9903-063cdbdd608c,rid_801,pid_54,2021-04-16 19:56:00.000000,2021-04-16 20:46:00.000000,2021-04-09 16:24:24.004784
4f47ce92-8e06-43ee-9025-6540f2e19c6c,rid_409,pid_80,2021-04-15 16:35:00.000000,2021-04-15 18:48:00.000000,2021-04-09 16:24:24.007087
a6d681e5-396f-411e-b460-e93f9f75a709,rid_541,pid_25,2021-04-13 15:01:00.000000,2021-04-13 16:59:00.000000,2021-04-09 16:24:24.009379
e4c0ca3d-a3af-4659-a5f6-0b99a2de61a9,rid_297,pid_20,2021-04-16 16:04:00.000000,2021-04-16 16:40:00.000000,2021-04-09 16:24:24.011685
6d5c7961-3d68-4824-a953-7aa3aeefccf9,rid_572,pid_50,2021-04-14 10:03:00.000000,2021-04-14 12:04:00.000000,2021-04-09 16:24:24.015590
d3f008a4-0cf0-4c2c-89de-e45a4984a39a,rid_700,pid_1,2021-04-11 18:36:00.000000,2021-04-11 19:43:00.000000,2021-04-09 16:24:24.017876
a96aed56-ac8b-416f-adf4-8d419694fba3,rid_61,pid_85,2021-04-14 14:08:00.000000,2021-04-14 15:06:00.000000,2021-04-09 16:24:24.020664
10e61917-e5fc-4d0d-bcd6-99714e591764,rid_853,pid_86,2021-04-11 09:20:00.000000,2021-04-11 10:12:00.000000,2021-04-09 16:24:24.023335
0974c679-3184-4a52-92b6-2eeeb6eb40a7,rid_391,pid_93,2021-04-11 08:33:00.000000,2021-04-11 10:00:00.000000,2021-04-09 16:24:24.025776
ff91ae12-9820-478b-b29a-359b075de3f7,rid_278,pid_46,2021-04-13 11:32:00.000000,2021-04-13 13:42:00.000000,2021-04-09 16:24:24.028592
e41c7ba3-20a3-4295-833e-d00124533c4f,rid_801,pid_43,2021-04-14 17:23:00.000000,2021-04-14 19:12:00.000000,2021-04-09 16:24:24.031226
37eb2b6f-827d-41fd-9b82-0557e28bb0f2,rid_868,pid_13,2021-04-16 08:53:00.000000,2021-04-16 09:35:00.000000,2021-04-09 16:24:24.033592
e7a39b5e-6c22-4d27-9756-17ac1b19288a,rid_589,pid_14,2021-04-12 16:41:00.000000,2021-04-12 16:18:00.000000,2021-04-09 16:24:24.035967
17fc335e-5e3d-41cc-b80c-6b96f54af81a,rid_377,pid_35,2021-04-12 14:59:00.000000,2021-04-12 16:26:00.000000,2021-04-09 16:24:24.038632
71dc7ba5-2450-4fed-8593-3cc9c284e55a,rid_136,pid_75,2021-04-11 08:41:00.000000,2021-04-11 10:14:00.000000,2021-04-09 16:24:24.040957
490e61b0-744b-42bf-9cb3-61e25170fbe7,rid_820,pid_8,2021-04-15 12:14:00.000000,2021-04-15 13:20:00.000000,2021-04-09 16:24:24.043253
d16f5c96-d3e0-4214-a932-919093fe0bb3,rid_794,pid_98,2021-04-16 17:53:00.000000,2021-04-16 18:22:00.000000,2021-04-09 16:24:24.045971
68b239ba-e00d-487a-b79e-72e9b48a91fc,rid_145,pid_74,2021-04-11 18:06:00.000000,2021-04-11 19:28:00.000000,2021-04-09 16:24:24.048422
754ad98c-b88f-4ca5-8521-773bdf74d533,rid_916,pid_85,2021-04-13 18:37:00.000000,2021-04-13 20:32:00.000000,2021-04-09 16:24:24.050773
6047773e-cdb8-4d2f-b32b-4b5478c7b524,rid_78,pid_39,2021-04-16 15:55:00.000000,2021-04-16 16:25:00.000000,2021-04-09 16:24:24.053557
d99bdd35-9953-45ee-a421-591ae1b66e24,rid_860,pid_2,2021-04-16 11:14:00.000000,2021-04-16 11:48:00.000000,2021-04-09 16:24:24.056020
d09d16b5-d068-401b-a60d-3f10a611b6c9,rid_731,pid_73,2021-04-15 11:01:00.000000,2021-04-15 12:03:00.000000,2021-04-09 16:24:24.058337
e1e8ceff-fe65-426b-943f-116bbe22c832,rid_926,pid_101,2021-04-12 14:37:00.000000,2021-04-12 16:15:00.000000,2021-04-09 16:24:24.060977
33525495-3523-4f12-93b8-4d21edd9d210,rid_287,pid_95,2021-04-16 19:27:00.000000,2021-04-16 20:43:00.000000,2021-04-09 16:24:24.063373
df3be93c-3dd3-4e80-ba66-e23a50d532d3,rid_52,pid_40,2021-04-17 16:46:00.000000,2021-04-17 17:21:00.000000,2021-04-09 16:24:24.065855
0e70566d-b7aa-48f4-9cb0-70291b1ae20d,rid_187,pid_81,2021-04-15 11:11:00.000000,2021-04-15 11:33:00.000000,2021-04-09 16:24:24.069474
9b2f2fcb-7b38-402e-bf66-8e8b7cd056a8,rid_978,pid_84,2021-04-17 08:03:00.000000,2021-04-17 09:53:00.000000,2021-04-09 16:24:24.071813
fd934fbb-3f68-4fc9-8b4d-859739eb76a5,rid_110,pid_47,2021-04-14 19:12:00.000000,2021-04-14 19:53:00.000000,2021-04-09 16:24:24.074273
