record_id,resident_id,place_id,entry_time,exit_time,last_update_dt
52fed24c-db22-430e-a2e3-bd64d4f99955,rid_810,pid_18,2021-04-15 13:08:00.000000,2021-04-15 13:57:00.000000,2021-04-01 22:01:06.594286
0d85c987-2b02-44fb-b4b4-b9b3b545cf32,rid_795,pid_1,2021-04-13 13:32:00.000000,2021-04-13 14:44:00.000000,2021-04-01 22:01:06.597967
75c1b18b-afda-4ddd-b5ae-db71bb9736b6,rid_372,pid_13,2021-04-15 12:33:00.000000,2021-04-15 13:19:00.000000,2021-04-01 22:01:06.600778
e451ce12-4ce2-4013-86e5-ba2bef9ec0ac,rid_950,pid_3,2021-04-13 19:14:00.000000,2021-04-13 20:24:00.000000,2021-04-01 22:01:06.603591
37329bcd-8e87-4b2a-9dd4-28415e863440,rid_466,pid_24,2021-04-16 12:34:00.000000,2021-04-16 13:12:00.000000,2021-04-01 22:01:06.606011
2e16568b-b49e-4c26-b40a-e45ae877d13b,rid_288,pid_13,2021-04-12 08:40:00.000000,2021-04-12 09:04:00.000000,2021-04-01 22:01:06.608616
52a631ff-58e5-4094-b550-d5e14c8779eb,rid_476,pid_24,2021-04-15 17:57:00.000000,2021-04-15 19:02:00.000000,2021-04-01 22:01:06.612123
2869a615-2601-44d2-8a5e-2468f664442a,rid_879,pid_21,2021-04-11 15:14:00.000000,2021-04-11 16:11:00.000000,2021-04-01 22:01:06.614562
8f049257-c0bd-438b-b487-2c0142ebdec6,rid_50,pid_22,2021-04-15 15:44:00.000000,2021-04-15 16:41:00.000000,2021-04-01 22:01:06.616957
7119d915-3208-48ba-848e-f442296bfab3,rid_247,pid_26,2021-04-11 09:18:00.000000,2021-04-11 10:20:00.000000,2021-04-01 22:01:06.619678
5f8bccab-39a7-42ee-8651-3e60027f8d8b,rid_170,pid_8,2021-04-13 09:43:00.000000,2021-04-13 10:39:00.000000,2021-04-01 22:01:06.622214
4097796a-951a-449f-ab5c-7b4cc87bb2e3,rid_268,pid_12,2021-04-16 12:11:00.000000,2021-04-16 13:01:00.000000,2021-04-01 22:01:06.624753
8f32ec1c-afd9-4c87-8608-cb5b70d6393d,rid_847,pid_10,2021-04-16 13:16:00.000000,2021-04-16 14:27:00.000000,2021-04-01 22:01:06.627088
05fd3e0b-6b2e-411c-beaa-636f8b8b30a4,rid_608,pid_26,2021-04-11 18:58:00.000000,2021-04-11 20:28:00.000000,2021-04-01 22:01:06.629547
719ced04-1d7b-49a5-86ca-fa28771f1e66,rid_70,pid_16,2021-04-13 18:59:00.000000,2021-04-13 19:53:00.000000,2021-04-01 22:01:06.632041
fc0a58f4-56cb-4b85-8c7f-4c149cf4ddc0,rid_198,pid_25,2021-04-17 14:30:00.000000,2021-04-17 15:47:00.000000,2021-04-01 22:01:06.634562
e59d19b2-4bdc-49f4-91ca-450f6eda518f,rid_457,pid_6,2021-04-14 18:34:00.000000,2021-04-14 20:04:00.000000,2021-04-01 22:01:06.637660
a656b16e-dacc-4772-aeb2-f91527687089,rid_324,pid_1,2021-04-11 13:35:00.000000,2021-04-11 14:22:00.000000,2021-04-01 22:01:06.640065
9e33f97f-0058-4f47-877b-9d8b32698d54,rid_102,pid_14,2021-04-16 19:09:00.000000,2021-04-16 19:58:00.000000,2021-04-01 22:01:06.643161
535b976a-9c7e-4316-aacd-0547be50194b,rid_226,pid_4,2021-04-13 17:00:00.000000,2021-04-13 17:53:00.000000,2021-04-01 22:01:06.645659
11694338-fe0a-49f1-8373-77c75abe7caf,rid_215,pid_20,2021-04-13 16:46:00.000000,2021-04-13 17:53:00.000000,2021-04-01 22:01:06.648094
eb02c094-e4f1-44ad-9789-6bb539e716e0,rid_205,pid_28,2021-04-16 08:02:00.000000,2021-04-16 08:47:00.000000,2021-04-01 22:01:06.650480
9101d6eb-d2e4-4090-a159-f0a9e955c957,rid_145,pid_15,2021-04-12 10:39:00.000000,2021-04-12 11:23:00.000000,2021-04-01 22:01:06.653597
56dbc023-1f48-4d6a-b9dd-2093b1c441a3,rid_375,pid_22,2021-04-16 14:10:00.000000,2021-04-16 14:20:00.000000,2021-04-01 22:01:06.656315
2d8b1052-08e8-4478-83fa-a2232b40dba3,rid_560,pid_17,2021-04-16 16:47:00.000000,2021-04-16 18:06:00.000000,2021-04-01 22:01:06.659452
d8fd29a3-6bf6-4307-a739-c59a2a93f3cc,rid_274,pid_19,2021-04-13 10:16:00.000000,2021-04-13 11:15:00.000000,2021-04-01 22:01:06.661870
3d938f46-7fb0-4933-8dd1-1c94b91dec66,rid_267,pid_6,2021-04-13 19:55:00.000000,2021-04-13 20:48:00.000000,2021-04-01 22:01:06.664394
3e188565-0899-4922-ad61-4b11fff2650e,rid_257,pid_19,2021-04-17 18:15:00.000000,2021-04-17 19:22:00.000000,2021-04-01 22:01:06.666996
d10aab3c-e73d-4c30-b7ee-423c3168a7f5,rid_609,pid_9,2021-04-11 13:37:00.000000,2021-04-11 14:32:00.000000,2021-04-01 22:01:06.669961
ab04799d-e8a9-4022-bd10-43ab537d96ad,rid_732,pid_17,2021-04-17 19:43:00.000000,2021-04-17 20:52:00.000000,2021-04-01 22:01:06.672941
5ad45d09-7d85-4923-a0b9-a90dd41336f4,rid_369,pid_16,2021-04-11 12:25:00.000000,2021-04-11 12:59:00.000000,2021-04-01 22:01:06.675993
2abf785b-611f-40f1-b98b-59de92c255bf,rid_537,pid_17,2021-04-17 13:05:00.000000,2021-04-17 14:11:00.000000,2021-04-01 22:01:06.678612
83096840-e47e-4157-a6ca-7679c2d33208,rid_640,pid_20,2021-04-13 09:05:00.000000,2021-04-13 10:00:00.000000,2021-04-01 22:01:06.681135
72dc78b1-bc76-4a1b-9263-553f8c07e605,rid_830,pid_3,2021-04-16 09:35:00.000000,2021-04-16 10:45:00.000000,2021-04-01 22:01:06.683639
